Id,name,screen_name,location,description,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,withheld_in_countries,query_created_at,Label
432566115,giuseppe stefanini,abunabuana,Massa (MS),Basta bugie da oggi solo mezze verità Na il 2-/-6/-3 residente a Mas dipl lic clas lau in scie econo a Sie Spos con Sim e pad di El Ir e Al.,,{'description': {'urls': []}},False,1310,4997,12,Fri Dec 09 14:48:45 +0000 2011,23130,,,False,False,19051,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1217953064394657792/yJN3KvmR_normal.jpg,https://pbs.twimg.com/profile_images/1217953064394657792/yJN3KvmR_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:37:39 +0000 2022,giuseppe stefanini
1052877677605134336,Καθίκι,KYTKYTKYTKYTKYT,,,,{'description': {'urls': []}},False,5865,5896,21,Thu Oct 18 11:02:54 +0000 2018,6003,,,False,False,5344,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1052908071972945922/xBKoM9mW_normal.jpg,https://pbs.twimg.com/profile_images/1052908071972945922/xBKoM9mW_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 11:51:38 +0000 2022,Καθίκι
2958529045,Martinez,Macro_Core_View,,,,{'description': {'urls': []}},False,104,683,0,Sun Jan 04 13:43:26 +0000 2015,12772,,,False,False,8633,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1056370412026642432/21eyv5W8_normal.jpg,https://pbs.twimg.com/profile_images/1056370412026642432/21eyv5W8_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:37:34 +0000 2022,Martinez
4747949368,Genge',salvotomasi69,,"Operaio catanese(pago tutte le tasse)Per mia fortuna non sono giornalista, quindi libero.Spero di poter esprimere un pensiero senza essere inutilmente insultato",,{'description': {'urls': []}},False,733,1381,1,Fri Jan 08 20:56:48 +0000 2016,31804,,,False,False,26015,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/768780142210678784/rbJUrCqy_normal.jpg,https://pbs.twimg.com/profile_images/768780142210678784/rbJUrCqy_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:37:34 +0000 2022,Genge'
1080573079061966851,Paola Ugolini,PaolaUgolini4,,"biology, biochemistry....
family, friends, mountain, Mediterranean Sea, music, art, theater.....",,{'description': {'urls': []}},False,38,42,0,Wed Jan 02 21:14:32 +0000 2019,508,,,True,False,314,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1080753695237832706/ep0R1UWk_normal.jpg,https://pbs.twimg.com/profile_images/1080753695237832706/ep0R1UWk_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:37:28 +0000 2022,Paola Ugolini
1524605449047322625,Лана Харченко,HarcenkoLana,,,,{'description': {'urls': []}},False,1,21,0,Thu May 12 04:21:10 +0000 2022,26,,,False,False,29,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1524645730438238209/_Yu86Hke_normal.jpg,https://pbs.twimg.com/profile_images/1524645730438238209/_Yu86Hke_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:02:46 +0000 2022,Лана Харченко
1203887463074344960,Lukyluke31,Lukyluke311,Italia,"“Pace, commercio e onesta amicizia con tutte le nazioni, intrecciando alleanze con nessuno.” Thomas Jefferson",,{'description': {'urls': []}},False,1899,2605,16,Mon Dec 09 04:02:18 +0000 2019,435401,,,True,False,134685,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1260609478082334720/kIO5PS1o_normal.jpg,https://pbs.twimg.com/profile_images/1260609478082334720/kIO5PS1o_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:37:26 +0000 2022,Lukyluke31
1015278164803837952,МУХАММЕД,HumanKindness84,10. köy,"Antikapitalist, Antiemperyalist. ~ Eat the rich!",,{'description': {'urls': []}},False,78,177,0,Fri Jul 06 16:55:52 +0000 2018,8868,,,False,False,7384,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1316354333315915777/XqYy3_rs_normal.jpg,https://pbs.twimg.com/profile_images/1316354333315915777/XqYy3_rs_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:37:26 +0000 2022,МУХАММЕД
563760715,Robert Craig,RC5251,,"EARTHLING

Fighting For Us Global Working Class Stiffs!

MAIN STREETER 

Fighting AGAINST WallStreet Greed!

PRO USA Made & Abstract Thinker!",,{'description': {'urls': []}},False,808,1449,65,Thu Apr 26 14:17:08 +0000 2012,4687,,,False,False,139628,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1267888694775562240/bq1m2BYE_normal.jpg,https://pbs.twimg.com/profile_images/1267888694775562240/bq1m2BYE_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:37:22 +0000 2022,Robert Craig
880030367650119680,Leon Trotsky [++],trotskystavero,,Meglio povero che salvinista o renziano. Palestina Libera,,{'description': {'urls': []}},False,450,917,2,Wed Jun 28 11:49:24 +0000 2017,33227,,,False,False,18170,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/993583450090336256/4WeTAGfG_normal.jpg,https://pbs.twimg.com/profile_images/993583450090336256/4WeTAGfG_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,[],Sun May 22 12:37:19 +0000 2022,Leon Trotsky [++]
874344404051537920,Женадин🇺🇦🌻,zhenadin,,,,{'description': {'urls': []}},False,11,64,1,Mon Jun 12 19:15:25 +0000 2017,1475,,,False,False,767,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/874600128539131904/lE6hneIK_normal.jpg,https://pbs.twimg.com/profile_images/874600128539131904/lE6hneIK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:37:08 +0000 2022,Женадин🇺🇦🌻
1466833778232418310,Symon Petlyura#StandWithUkraine 🇹🇷🇺🇦🇨🇿🇰🇿,fortheukraine,,"#StopRussianAggression
#StopRussianTerror",,{'description': {'urls': []}},False,122,49,0,Fri Dec 03 18:17:06 +0000 2021,32903,,,False,False,2924,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1496978069491531782/L179eiM5_normal.jpg,https://pbs.twimg.com/profile_images/1496978069491531782/L179eiM5_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:33:51 +0000 2022,Symon Petlyura#StandWithUkraine 🇹🇷🇺🇦🇨🇿🇰🇿
899192571314016258,QuelloCheSbrocca,QuelloKeSbrocca,,Anarchico,,{'description': {'urls': []}},False,1254,510,12,Sun Aug 20 08:53:10 +0000 2017,50676,,,False,False,213881,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1450046052770492419/j5tH0oiO_normal.jpg,https://pbs.twimg.com/profile_images/1450046052770492419/j5tH0oiO_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:36:58 +0000 2022,QuelloCheSbrocca
1501473990535225350,serap,SerapAsir,"İstanbul, Türkiye",,https://t.co/3h1vgEhMuW,"{'url': {'urls': [{'url': 'https://t.co/3h1vgEhMuW', 'expanded_url': 'http://halic.org', 'display_url': 'halic.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,24,88,0,Wed Mar 09 08:28:12 +0000 2022,3109,,,False,False,1732,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1510263719250509826/U3ezNuyK_normal.jpg,https://pbs.twimg.com/profile_images/1510263719250509826/U3ezNuyK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:36:51 +0000 2022,serap
1261610548522881029,M.,M09410397,"Freistaat Bayern,  BRiD","Linkschleuder, seit 2015",,{'description': {'urls': []}},False,195,573,0,Sat May 16 10:53:27 +0000 2020,1796,,,False,False,46388,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1274779952395714564/g3QlzSr8_normal.jpg,https://pbs.twimg.com/profile_images/1274779952395714564/g3QlzSr8_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:36:41 +0000 2022,M.
553419294,Viola Vilde,ViolaVilde,"Riga, Latvia","Sīks, mazs kukainīts.",,{'description': {'urls': []}},False,162,302,0,Sat Apr 14 07:38:36 +0000 2012,7847,,,False,False,6451,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/915921286676787200/ZMBU4OmC_normal.jpg,https://pbs.twimg.com/profile_images/915921286676787200/ZMBU4OmC_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:36:22 +0000 2022,Viola Vilde
540066448,mariabeatricebelluco,mbbelluco,,,,{'description': {'urls': []}},False,1828,5002,385,Thu Mar 29 15:34:53 +0000 2012,182472,,,False,False,247189,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2538055166/sy0v61pv0bz364zcbs1t_normal.jpeg,https://pbs.twimg.com/profile_images/2538055166/sy0v61pv0bz364zcbs1t_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:36:18 +0000 2022,mariabeatricebelluco
282564686,Rafael Cerveira 🇺🇦 🇧🇷,rafaelcerveira,Belém - PA,Hakuna Matata !!,https://t.co/xWtVTpFwPT,"{'url': {'urls': [{'url': 'https://t.co/xWtVTpFwPT', 'expanded_url': 'http://facebook.com/rafaelcerveira', 'display_url': 'facebook.com/rafaelcerveira', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,148,153,0,Fri Apr 15 13:08:59 +0000 2011,21188,,,True,False,4736,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1520011614799466499/O4TRbUK0_normal.jpg,https://pbs.twimg.com/profile_images/1520011614799466499/O4TRbUK0_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:36:15 +0000 2022,Rafael Cerveira 🇺🇦 🇧🇷
3509836633,BibiKor,naivkor11,South Korea,"Live Life to the Fullest❣ Chill, Relax",https://t.co/yHqlVUCac5,"{'url': {'urls': [{'url': 'https://t.co/yHqlVUCac5', 'expanded_url': 'http://twiends.com/vivianrseo', 'display_url': 'twiends.com/vivianrseo', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,2178,942,7,Thu Sep 10 00:30:32 +0000 2015,7858,,,False,False,90533,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1509133049673314304/jdTPhRTk_normal.jpg,https://pbs.twimg.com/profile_images/1509133049673314304/jdTPhRTk_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:36:13 +0000 2022,BibiKor
3133622513,Jacques Imbeault,jackimbe,"Saguenay, Québec",,,{'description': {'urls': []}},False,1452,180,0,Sat Apr 04 12:33:19 +0000 2015,251264,,,False,False,281156,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1124369899487408129/lHHt0VJV_normal.jpg,https://pbs.twimg.com/profile_images/1124369899487408129/lHHt0VJV_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:36:11 +0000 2022,Jacques Imbeault
355122344,Eudemonia,REstaCorporate,"Milano, Lombardia",La vera dialettica politica è prodotto di cultura e riflessione allo stato dell'arte.Analisi geopolitica e news di guerra Ucraina 🇺🇦 Russia 🇷🇺,,{'description': {'urls': []}},False,576,1871,48,Sun Aug 14 21:33:39 +0000 2011,33700,,,False,False,74631,,False,False,False,709397,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/459585211605319680/E-C2riiO_normal.jpeg,https://pbs.twimg.com/profile_images/459585211605319680/E-C2riiO_normal.jpeg,FF3300,86A4A6,A0C5C7,333333,True,False,False,False,False,False,False,none,[],Sun May 22 12:36:01 +0000 2022,Eudemonia
37204163,4 Horsemen of the apocalypse,SkAnDuLoUs,Zaporozhian Sich,Christian Cossack,https://t.co/Ai7IGIKW02,"{'url': {'urls': [{'url': 'https://t.co/Ai7IGIKW02', 'expanded_url': 'https://www.biblegateway.com/versions/King-James-Version-KJV-Bible/', 'display_url': 'biblegateway.com/versions/King-…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,677,303,9,Sat May 02 14:20:55 +0000 2009,202686,,,True,False,86078,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1499904765777612804/IAGWWpm__normal.jpg,https://pbs.twimg.com/profile_images/1499904765777612804/IAGWWpm__normal.jpg,1B95E0,181A1E,252429,666666,True,True,False,False,False,False,False,none,[],Sun May 22 12:35:54 +0000 2022,4 Horsemen of the apocalypse
768742419693273088,Antonella,nonloso61,,,,{'description': {'urls': []}},False,191,573,1,Thu Aug 25 09:30:50 +0000 2016,18290,,,False,False,2512,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1506289713677750276/8R7KOpJV_normal.jpg,https://pbs.twimg.com/profile_images/1506289713677750276/8R7KOpJV_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:35:36 +0000 2022,Antonella
1429372549205569541,stevieone,stevieone3,,,,{'description': {'urls': []}},False,135,49,0,Sun Aug 22 09:21:20 +0000 2021,53570,,,False,False,45232,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1499688926575050758/5NYjK-X6_normal.jpg,https://pbs.twimg.com/profile_images/1499688926575050758/5NYjK-X6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:35:07 +0000 2022,stevieone
1296751962147389442,DivagaZiones en el Zinosargo 🐕,DCinosargo,"Rivas-Vaciamadrid, Madrid, ES","SAPERE AUDE! NULLIUS IN VERBA!
RT ≠ apoyar
Cumple:17 Fructidor

Persona permanentemente malhumorada por razones morales y políticas.

Abolicionista, en general.",https://t.co/mbPucBulTl,"{'url': {'urls': [{'url': 'https://t.co/mbPucBulTl', 'expanded_url': 'https://divagacionesweb.wordpress.com/', 'display_url': 'divagacionesweb.wordpress.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,947,2786,2,Fri Aug 21 10:12:33 +0000 2020,110475,,,False,False,150498,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1296752734616662021/UXVpFxtd_normal.jpg,https://pbs.twimg.com/profile_images/1296752734616662021/UXVpFxtd_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 12:34:52 +0000 2022,DivagaZiones en el Zinosargo 🐕
1394277882,Ori,Ori254,Planet Earth,,,{'description': {'urls': []}},False,2160,1908,176,Wed May 01 10:20:22 +0000 2013,203112,,,True,False,364123,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3599152444/b8882ba4487ace6ec3d1537de2e7e465_normal.jpeg,https://pbs.twimg.com/profile_images/3599152444/b8882ba4487ace6ec3d1537de2e7e465_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:34:51 +0000 2022,Ori
1605694716,ME,HUMANBEINGONE,,Human being one of many not for sale #UNCharterIsOurRules #StandWithRussia,,{'description': {'urls': []}},False,539,258,108,Fri Jul 19 11:26:39 +0000 2013,276498,,,False,False,228582,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1525490840247869441/LD9PQZ1j_normal.jpg,https://pbs.twimg.com/profile_images/1525490840247869441/LD9PQZ1j_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:34:49 +0000 2022,ME
2437565401,lek,lekemat,,Jeg støtter arbeiderklassen jeg.,,{'description': {'urls': []}},False,65,264,2,Thu Apr 10 21:56:43 +0000 2014,1816,,,False,False,2023,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/596291141173030912/Djhnwt-1_normal.jpg,https://pbs.twimg.com/profile_images/596291141173030912/Djhnwt-1_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:34:49 +0000 2022,lek
1040315335218536449,François  Rault,RaultFrancois,"Rennes, France",Les enfants du bon dieu ne sont pas des canards sauvages. #Alimentation #Europe #EvasionFiscale,,{'description': {'urls': []}},False,959,594,1,Thu Sep 13 19:04:38 +0000 2018,88834,,,True,False,71728,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1040380321739546625/XtHZ3iOl_normal.jpg,https://pbs.twimg.com/profile_images/1040380321739546625/XtHZ3iOl_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:34:47 +0000 2022,François  Rault
1115832862530523136,"anders leben ! wäre notwendig, 🇷🇺",kreativeEnergie,"Potsdam, Germany",75% der deutschen Bevölkerung beim Corona-Demokratie-Test durchgefallen.,,{'description': {'urls': []}},False,551,455,2,Wed Apr 10 04:24:20 +0000 2019,14355,,,False,False,68794,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1504366117023891459/qLMbpdcK_normal.jpg,https://pbs.twimg.com/profile_images/1504366117023891459/qLMbpdcK_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,[],Sun May 22 11:53:56 +0000 2022,"anders leben ! wäre notwendig, 🇷🇺"
29361501,damabujn,damabujn,,,,{'description': {'urls': []}},False,37,304,1,Tue Apr 07 02:47:31 +0000 2009,11443,,,False,False,3189,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1428487977487855619/qgDx4680_normal.jpg,https://pbs.twimg.com/profile_images/1428487977487855619/qgDx4680_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,[],Sun May 22 12:34:41 +0000 2022,damabujn
