,url,date,content,id,username,outlinks,outlinksss,tcooutlinks,tcooutlinksss
12,https://twitter.com/Minsk_Centralny/status/1342845768001064963,2020-12-26 14:52:34+00:00,"Персональные санкции | #НАУ отвечает!
https://t.co/5FV61XSbl9

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342845768001064963,Minsk_Centralny,['https://vk.com/wall-79048917_16215'],https://vk.com/wall-79048917_16215,['https://t.co/5FV61XSbl9'],https://t.co/5FV61XSbl9
13,https://twitter.com/Minsk_Centralny/status/1342845722685829120,2020-12-26 14:52:23+00:00,"Экс-памочнік дзяржсакратара ЗША: Мужнасьць беларусаў захапляе
https://t.co/Qo0hfecuB9

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342845722685829120,Minsk_Centralny,['https://vk.com/wall-79048917_16214'],https://vk.com/wall-79048917_16214,['https://t.co/Qo0hfecuB9'],https://t.co/Qo0hfecuB9
14,https://twitter.com/Minsk_Centralny/status/1342845671813033985,2020-12-26 14:52:11+00:00,"Следственный комитет в панике | Кибер-партизаны кошмарят силовые структуры
https://t.co/kh0UHtdbCA

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342845671813033985,Minsk_Centralny,['https://vk.com/wall-79048917_16213'],https://vk.com/wall-79048917_16213,['https://t.co/kh0UHtdbCA'],https://t.co/kh0UHtdbCA
15,https://twitter.com/Minsk_Centralny/status/1342845622920085504,2020-12-26 14:52:00+00:00,"У жыхаркі Івацэвічаў шукалі скрыню з лаянкай | У жительницы Ивацевичей искали ящик с ругательствами
https://t.co/NxMs7E7wnm

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #belarus2020 #Belarus",1342845622920085504,Minsk_Centralny,['https://vk.com/wall-79048917_16212'],https://vk.com/wall-79048917_16212,['https://t.co/NxMs7E7wnm'],https://t.co/NxMs7E7wnm
16,https://twitter.com/Minsk_Centralny/status/1342845568524169218,2020-12-26 14:51:47+00:00,"Кочанова: Скажите спасибо, что не убили полторы тысячи!
https://t.co/jS6l9dPzHG

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/te10nBF8Zc",1342845568524169218,Minsk_Centralny,['https://t.me/MinskCentral/1151'],https://t.me/MinskCentral/1151,['https://t.co/jS6l9dPzHG'],https://t.co/jS6l9dPzHG
17,https://twitter.com/Minsk_Centralny/status/1342845493550977025,2020-12-26 14:51:29+00:00,"Сразу пять судей подали в отставку по собственному желанию — об этом говорится в указе №487 от 24 декабря 2020 года:
https://t.co/P1czj2Jxym

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #фашизм #belarus2020 #Belarus https://t.co/pmIs1FhYkI",1342845493550977025,Minsk_Centralny,['https://t.me/MinskCentral/1150'],https://t.me/MinskCentral/1150,['https://t.co/P1czj2Jxym'],https://t.co/P1czj2Jxym
18,https://twitter.com/Minsk_Centralny/status/1342845337384398849,2020-12-26 14:50:51+00:00,"Я за машину Родину продал...
https://t.co/1fC1ACA8Nc

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342845337384398849,Minsk_Centralny,['https://vk.com/wall-79048917_16209'],https://vk.com/wall-79048917_16209,['https://t.co/1fC1ACA8Nc'],https://t.co/1fC1ACA8Nc
19,https://twitter.com/Minsk_Centralny/status/1342842759535800324,2020-12-26 14:40:37+00:00,"Предлагаем вашему вниманию деанон ВАшных молокососов
https://t.co/rAGuhtALMV

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/w5rkApXoh1",1342842759535800324,Minsk_Centralny,['https://t.me/MinskCentral/1148'],https://t.me/MinskCentral/1148,['https://t.co/rAGuhtALMV'],https://t.co/rAGuhtALMV
20,https://twitter.com/Minsk_Centralny/status/1342841906397655041,2020-12-26 14:37:13+00:00,"Побег провластных спортсменов / Футбол под санкциями
https://t.co/1TR0mZnQ2e

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342841906397655041,Minsk_Centralny,['https://vk.com/wall-79048917_16206'],https://vk.com/wall-79048917_16206,['https://t.co/1TR0mZnQ2e'],https://t.co/1TR0mZnQ2e
21,https://twitter.com/Minsk_Centralny/status/1342841863947100161,2020-12-26 14:37:03+00:00,"Беларусов номинировали на премию «Человек года».
https://t.co/NwwZAe78pa

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/EAtgQNTLL3",1342841863947100161,Minsk_Centralny,['https://t.me/MinskCentral/1146'],https://t.me/MinskCentral/1146,['https://t.co/NwwZAe78pa'],https://t.co/NwwZAe78pa
22,https://twitter.com/Minsk_Centralny/status/1342841599747883013,2020-12-26 14:36:00+00:00,"Лукашэнка хоча стаць другім Брэжневым
https://t.co/MzjYRzY4qX

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342841599747883013,Minsk_Centralny,['https://vk.com/wall-79048917_16203'],https://vk.com/wall-79048917_16203,['https://t.co/MzjYRzY4qX'],https://t.co/MzjYRzY4qX
23,https://twitter.com/Minsk_Centralny/status/1342841555523145731,2020-12-26 14:35:50+00:00,"Евгений Вольнов позвонил слитому кибер-партизанами следователю
https://t.co/UvDVW5hNE6

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342841555523145731,Minsk_Centralny,['https://t.me/MinskCentral/1144'],https://t.me/MinskCentral/1144,['https://t.co/UvDVW5hNE6'],https://t.co/UvDVW5hNE6
24,https://twitter.com/Minsk_Centralny/status/1342841501483749377,2020-12-26 14:35:37+00:00,"Следственный комитет опубликовал фото и видео по уголовному делу против 18-летней девушки из Гомеля.
https://t.co/IP7GX8U80Q

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #belarus2020 #Belarus https://t.co/2aHqlJ2znx",1342841501483749377,Minsk_Centralny,['https://t.me/MinskCentral/1143'],https://t.me/MinskCentral/1143,['https://t.co/IP7GX8U80Q'],https://t.co/IP7GX8U80Q
25,https://twitter.com/Minsk_Centralny/status/1342841395300757506,2020-12-26 14:35:12+00:00,"""Нас знішчаюць як асобаў"" | ""Нас уничтожают как личностей""
https://t.co/nMvYVWQBSz

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342841395300757506,Minsk_Centralny,['https://vk.com/wall-79048917_16200'],https://vk.com/wall-79048917_16200,['https://t.co/nMvYVWQBSz'],https://t.co/nMvYVWQBSz
26,https://twitter.com/Minsk_Centralny/status/1342841342951567362,2020-12-26 14:34:59+00:00,"Бывший следователь: внутри системы серьёзный раскол
https://t.co/3BoKsIemRH

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/rI9bcVoGCL",1342841342951567362,Minsk_Centralny,['https://t.me/MinskCentral/1142'],https://t.me/MinskCentral/1142,['https://t.co/3BoKsIemRH'],https://t.co/3BoKsIemRH
27,https://twitter.com/Minsk_Centralny/status/1342841185472303106,2020-12-26 14:34:22+00:00,"«Вам такія тэрміны, каб навучыліся цаніць свабоду»
https://t.co/7gC2OxvZGC

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/AZXT9LHgLw",1342841185472303106,Minsk_Centralny,['https://t.me/MinskCentral/1141'],https://t.me/MinskCentral/1141,['https://t.co/7gC2OxvZGC'],https://t.co/7gC2OxvZGC
28,https://twitter.com/Minsk_Centralny/status/1342839926912651264,2020-12-26 14:29:21+00:00,"""Шчытом зламалі ногі"" | ""Щитом сломали ноги""
https://t.co/S4zPlE1Y0c

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342839926912651264,Minsk_Centralny,['https://vk.com/wall-79048917_16196'],https://vk.com/wall-79048917_16196,['https://t.co/S4zPlE1Y0c'],https://t.co/S4zPlE1Y0c
29,https://twitter.com/Minsk_Centralny/status/1342839884617306112,2020-12-26 14:29:11+00:00,"Жыхары раёну Каскад у Менску арганізавалі конкурс на лепшае ўпрыгожванне вакна да святаў
https://t.co/lDeFfUs9Uu

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/JtgpnHDXtt",1342839884617306112,Minsk_Centralny,['https://t.me/MinskCentral/1131'],https://t.me/MinskCentral/1131,['https://t.co/lDeFfUs9Uu'],https://t.co/lDeFfUs9Uu
30,https://twitter.com/Minsk_Centralny/status/1342839779570798592,2020-12-26 14:28:46+00:00,"Светлана Тихановская: «Ольга Павлова была в нашем штабе с первого дня. Она не пропустила ни одного дня пикетов.""
https://t.co/1VYNb6gwex

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #фашизм #belarus2020 #Belarus",1342839779570798592,Minsk_Centralny,['https://t.me/MinskCentral/1133'],https://t.me/MinskCentral/1133,['https://t.co/1VYNb6gwex'],https://t.co/1VYNb6gwex
31,https://twitter.com/Minsk_Centralny/status/1342839659718701064,2020-12-26 14:28:18+00:00,"Вядома імя другога імавернага забойцы Тарайкоўскага | Имя второго возможного убийцы Тарайковского
https://t.co/7CcwDRF38j

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #belarus2020 #Belarus",1342839659718701064,Minsk_Centralny,['https://vk.com/wall-79048917_16192'],https://vk.com/wall-79048917_16192,['https://t.co/7CcwDRF38j'],https://t.co/7CcwDRF38j
32,https://twitter.com/Minsk_Centralny/status/1342839231966830593,2020-12-26 14:26:36+00:00,"Светлана Тихановская поздравила всех, кто сегодня встречает Рождество
https://t.co/p1OHNLnW2Q

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/2yBQEEpdB3",1342839231966830593,Minsk_Centralny,['https://t.me/MinskCentral/1132'],https://t.me/MinskCentral/1132,['https://t.co/p1OHNLnW2Q'],https://t.co/p1OHNLnW2Q
33,https://twitter.com/Minsk_Centralny/status/1342839009861640194,2020-12-26 14:25:43+00:00,"Лукашенко теряет поддержку силовиков | Все больше офицеров на стороне народа Беларуси
https://t.co/xumMT5Y89b

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342839009861640194,Minsk_Centralny,['https://vk.com/wall-79048917_16189'],https://vk.com/wall-79048917_16189,['https://t.co/xumMT5Y89b'],https://t.co/xumMT5Y89b
34,https://twitter.com/Minsk_Centralny/status/1342838572584464387,2020-12-26 14:23:59+00:00,"Международный трибунал для Лукашенко / Помощь пострадавшим ИП / Спасение культуры
https://t.co/5VaCofkzgz

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342838572584464387,Minsk_Centralny,['https://vk.com/wall-79048917_16186'],https://vk.com/wall-79048917_16186,['https://t.co/5VaCofkzgz'],https://t.co/5VaCofkzgz
35,https://twitter.com/Minsk_Centralny/status/1342838529651597313,2020-12-26 14:23:48+00:00,"🔴 Американская компания разорвала договор с Synesis
https://t.co/KpbAlF9i3T

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/saPH4iQBKP",1342838529651597313,Minsk_Centralny,['https://t.me/MinskCentral/1134'],https://t.me/MinskCentral/1134,['https://t.co/KpbAlF9i3T'],https://t.co/KpbAlF9i3T
36,https://twitter.com/Minsk_Centralny/status/1342838455634710529,2020-12-26 14:23:31+00:00,"На заднім плане — слынная карціна Франсіска Гоі ""3 мая 1808 года ў Мадрыдзе"".
https://t.co/OAaP7ajIZr

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/wO6ByN9KbR",1342838455634710529,Minsk_Centralny,['https://t.me/MinskCentral/1130'],https://t.me/MinskCentral/1130,['https://t.co/OAaP7ajIZr'],https://t.co/OAaP7ajIZr
37,https://twitter.com/Minsk_Centralny/status/1342838388756512775,2020-12-26 14:23:15+00:00,"Ці Лукашэнка выйграў у канфлікце з касцёлам? | Выиграл ли Лукашенко в конфликте с костёлом?
https://t.co/qPL8kPgogV

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342838388756512775,Minsk_Centralny,['https://vk.com/wall-79048917_16183'],https://vk.com/wall-79048917_16183,['https://t.co/qPL8kPgogV'],https://t.co/qPL8kPgogV
38,https://twitter.com/Minsk_Centralny/status/1342838304186761216,2020-12-26 14:22:55+00:00,"Святлана Ціханоўская сустрэлася ў Мадрыдзе з міністрам замежных спраў Іспаніі Аранчай Гансалес Лайяй.
https://t.co/kSjykz1QHv

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #belarus2020 #Belarus https://t.co/PVIWXneD9X",1342838304186761216,Minsk_Centralny,['https://t.me/MinskCentral/1129'],https://t.me/MinskCentral/1129,['https://t.co/kSjykz1QHv'],https://t.co/kSjykz1QHv
39,https://twitter.com/Minsk_Centralny/status/1342837650034720770,2020-12-26 14:20:19+00:00,"Депутаты #Европарламент обратились в Международную федерацию хоккея (#ИИХФ) с призывом отменить #ЧМ в Минске
https://t.co/i81ky9z2i5

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #фашизм #belarus2020 #Belarus",1342837650034720770,Minsk_Centralny,['https://t.me/MinskCentral/1127'],https://t.me/MinskCentral/1127,['https://t.co/i81ky9z2i5'],https://t.co/i81ky9z2i5
40,https://twitter.com/Minsk_Centralny/status/1342837422082691074,2020-12-26 14:19:24+00:00,"Репрессированы сразу четыре директора школ в Берёзовском районе
https://t.co/3wXzRJTI22

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/TipjKpY0kp",1342837422082691074,Minsk_Centralny,['https://t.me/MinskCentral/1126'],https://t.me/MinskCentral/1126,['https://t.co/3wXzRJTI22'],https://t.co/3wXzRJTI22
41,https://twitter.com/Minsk_Centralny/status/1342837305267118085,2020-12-26 14:18:56+00:00,"Обращение Валерия Цепкало к Рождеству
https://t.co/huW4jxbdxy

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342837305267118085,Minsk_Centralny,['https://vk.com/wall-79048917_16177'],https://vk.com/wall-79048917_16177,['https://t.co/huW4jxbdxy'],https://t.co/huW4jxbdxy
42,https://twitter.com/Minsk_Centralny/status/1342837257145896960,2020-12-26 14:18:45+00:00,"ТЫР-ТЫР ТРАКТОР представляет: «НАША ФЕРМА»
https://t.co/YN9LmaoJYe

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342837257145896960,Minsk_Centralny,['https://t.me/MinskCentral/1125'],https://t.me/MinskCentral/1125,['https://t.co/YN9LmaoJYe'],https://t.co/YN9LmaoJYe
43,https://twitter.com/Minsk_Centralny/status/1342836618424672256,2020-12-26 14:16:13+00:00,"Давление на режим со всех сторон | Реакция властей на Санкции
https://t.co/nkhQXxK1XJ

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342836618424672256,Minsk_Centralny,['https://vk.com/wall-79048917_16174'],https://vk.com/wall-79048917_16174,['https://t.co/nkhQXxK1XJ'],https://t.co/nkhQXxK1XJ
44,https://twitter.com/Minsk_Centralny/status/1342835547430146049,2020-12-26 14:11:57+00:00,"Жёлтая группа кибер-партизан врывается в информ-повестку!
https://t.co/OtvswzJoK0

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/ohPo1bS61t",1342835547430146049,Minsk_Centralny,['https://t.me/MinskCentral/1123'],https://t.me/MinskCentral/1123,['https://t.co/OtvswzJoK0'],https://t.co/OtvswzJoK0
45,https://twitter.com/Minsk_Centralny/status/1342835486386253825,2020-12-26 14:11:43+00:00,"Прокуратура не стала рассматривать заявление о пытках в отношении Ольги Хижинковой на Окрестина
https://t.co/FR6iLql7BY

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #belarus2020 #Belarus https://t.co/WXUToCIcRY",1342835486386253825,Minsk_Centralny,['https://t.me/MinskCentral/1122'],https://t.me/MinskCentral/1122,['https://t.co/FR6iLql7BY'],https://t.co/FR6iLql7BY
46,https://twitter.com/Minsk_Centralny/status/1342835415867396097,2020-12-26 14:11:26+00:00,"""Мэтанакіравана біў мяне па хрыбетніку"" | ""Целенаправленно бил меня по позвоночнику""
https://t.co/0diOv1y5u1

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342835415867396097,Minsk_Centralny,['https://vk.com/wall-79048917_16171'],https://vk.com/wall-79048917_16171,['https://t.co/0diOv1y5u1'],https://t.co/0diOv1y5u1
47,https://twitter.com/Minsk_Centralny/status/1342835373576232960,2020-12-26 14:11:16+00:00,"Медики никогда не смогут мириться с насилием и поэтому - продолжают борьбу за конституционные права каждого гражданина
https://t.co/n1KogsBrcc

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #Беларусь #Минск #протест #БЧБ #флаг #фашизм #belarus2020 #Belarus https://t.co/wIU5W8XjYb",1342835373576232960,Minsk_Centralny,['https://t.me/MinskCentral/1121'],https://t.me/MinskCentral/1121,['https://t.co/n1KogsBrcc'],https://t.co/n1KogsBrcc
48,https://twitter.com/Minsk_Centralny/status/1342835046714126338,2020-12-26 14:09:58+00:00,"#США поддерживают народ Беларуси | Новые чувствительные меры от Макея
https://t.co/ZrieykUnt3

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus",1342835046714126338,Minsk_Centralny,['https://vk.com/wall-79048917_16168'],https://vk.com/wall-79048917_16168,['https://t.co/ZrieykUnt3'],https://t.co/ZrieykUnt3
49,https://twitter.com/Minsk_Centralny/status/1342834998659997697,2020-12-26 14:09:47+00:00,"Гуторова Евгения Михайловна уже на ЧКБ
https://t.co/t2bgNoGJpE

#странадляжизни #стоптаракан #тихановский #лукашенко #ябатька #ябацька #Беларусь #Минск #протест #БЧБ #флаг #выборы2020 #фашизм #беларусь2020 #belarus2020 #Belarus https://t.co/uir8qY0MI1",1342834998659997697,Minsk_Centralny,['https://t.me/MinskCentral/1119'],https://t.me/MinskCentral/1119,['https://t.co/t2bgNoGJpE'],https://t.co/t2bgNoGJpE
